cms_certification_number,num_chows_lite,num_chows_mcr,lite_dates,mcr_dates,first_lite_date,first_mcr_date,last_lite_date,last_mcr_date,n_common_exact,n_common_within_1m,match_type,discrepancy_flag,delta_first_months,within_0m,within_1m,jaccard_months,only_in_lite_dates,only_in_mcr_dates
015009,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015010,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015012,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015014,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015015,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015016,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015019,2,0,2021-10|2024-03,,2021-10,,2024-03,,0,0,only_lite,1,,False,False,0.0,2021-10|2024-03,
015023,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015024,1,1,2021-11,2022-01,2021-11,2022-01,2021-11,2022-01,0,0,both_yes_different_months,1,-2.0,False,False,0.0,2021-11,2022-01
015027,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015028,3,0,2019-04|2021-10|2024-03,,2019-04,,2024-03,,0,0,only_lite,1,,False,False,0.0,2019-04|2021-10|2024-03,
015031,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015032,2,1,2021-11|2022-04,2016-11,2021-11,2016-11,2022-04,2016-11,0,0,both_yes_different_months,1,60.0,False,False,0.0,2021-11|2022-04,2016-11
015034,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015035,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015037,2,2,2017-12|2019-12,2018-04|2019-12,2017-12,2018-04,2019-12,2019-12,1,1,both_yes_different_months,1,-4.0,True,True,0.3333333333333333,2017-12,2018-04
015040,2,1,2021-11|2022-04,2016-11,2021-11,2016-11,2022-04,2016-11,0,0,both_yes_different_months,1,60.0,False,False,0.0,2021-11|2022-04,2016-11
015042,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015043,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015044,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015045,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015047,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015048,1,0,2023-03,,2023-03,,2023-03,,0,0,only_lite,1,,False,False,0.0,2023-03,
015049,0,1,,2016-05,,2016-05,,2016-05,0,0,only_mcr,1,,False,False,0.0,,2016-05
015050,2,1,2022-02|2022-05,2022-05,2022-02,2022-05,2022-05,2022-05,1,1,both_yes_different_months,1,-3.0,True,True,0.5,2022-02,
015053,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015060,1,1,2022-01,2022-05,2022-01,2022-05,2022-01,2022-05,0,0,both_yes_different_months,1,-4.0,False,False,0.0,2022-01,2022-05
015063,2,1,2021-11|2022-04,2016-11,2021-11,2016-11,2022-04,2016-11,0,0,both_yes_different_months,1,60.0,False,False,0.0,2021-11|2022-04,2016-11
015065,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015066,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015067,2,0,2019-04|2024-03,,2019-04,,2024-03,,0,0,only_lite,1,,False,False,0.0,2019-04|2024-03,
015071,1,1,2022-10,2022-10,2022-10,2022-10,2022-10,2022-10,1,1,both_yes_same_months,0,0.0,True,True,1.0,,
015073,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015075,2,1,2020-01|2021-01,2021-01,2020-01,2021-01,2021-01,2021-01,1,1,both_yes_different_months,1,-12.0,True,True,0.5,2020-01,
015076,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015083,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015084,3,0,2017-02|2021-11|2022-04,,2017-02,,2022-04,,0,0,only_lite,1,,False,False,0.0,2017-02|2021-11|2022-04,
015089,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015091,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015097,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015098,0,1,,2016-07,,2016-07,,2016-07,0,0,only_mcr,1,,False,False,0.0,,2016-07
015100,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015101,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015103,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015104,1,0,2022-07,,2022-07,,2022-07,,0,0,only_lite,1,,False,False,0.0,2022-07,
015109,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015111,2,0,2021-11|2022-04,,2021-11,,2022-04,,0,0,only_lite,1,,False,False,0.0,2021-11|2022-04,
015112,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015113,2,0,2019-04|2024-03,,2019-04,,2024-03,,0,0,only_lite,1,,False,False,0.0,2019-04|2024-03,
015114,1,0,2018-05,,2018-05,,2018-05,,0,0,only_lite,1,,False,False,0.0,2018-05,
015115,1,0,2017-08,,2017-08,,2017-08,,0,0,only_lite,1,,False,False,0.0,2017-08,
015116,1,0,2018-05,,2018-05,,2018-05,,0,0,only_lite,1,,False,False,0.0,2018-05,
015117,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015119,3,2,2017-12|2019-12|2023-08,2018-04|2019-12,2017-12,2018-04,2023-08,2019-12,1,1,both_yes_different_months,1,-4.0,True,True,0.25,2017-12|2023-08,2018-04
015120,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015121,0,1,,2016-08,,2016-08,,2016-08,0,0,only_mcr,1,,False,False,0.0,,2016-08
015123,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015126,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015127,3,0,2021-11|2022-04|2023-03,,2021-11,,2023-03,,0,0,only_lite,1,,False,False,0.0,2021-11|2022-04|2023-03,
015128,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015129,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015131,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015132,2,1,2021-11|2022-04,2016-11,2021-11,2016-11,2022-04,2016-11,0,0,both_yes_different_months,1,60.0,False,False,0.0,2021-11|2022-04,2016-11
015133,2,0,2019-04|2024-03,,2019-04,,2024-03,,0,0,only_lite,1,,False,False,0.0,2019-04|2024-03,
015134,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015135,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015136,1,0,2023-03,,2023-03,,2023-03,,0,0,only_lite,1,,False,False,0.0,2023-03,
015137,1,1,2022-05,2016-07,2022-05,2016-07,2022-05,2016-07,0,0,both_yes_different_months,1,70.0,False,False,0.0,2022-05,2016-07
015138,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015139,1,0,2019-09,,2019-09,,2019-09,,0,0,only_lite,1,,False,False,0.0,2019-09,
015141,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015142,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015143,1,0,2019-01,,2019-01,,2019-01,,0,0,only_lite,1,,False,False,0.0,2019-01,
015144,4,0,2018-05|2021-09|2021-10|2023-08,,2018-05,,2023-08,,0,0,only_lite,1,,False,False,0.0,2018-05|2021-09|2021-10|2023-08,
015145,2,1,2021-11|2022-04,2016-11,2021-11,2016-11,2022-04,2016-11,0,0,both_yes_different_months,1,60.0,False,False,0.0,2021-11|2022-04,2016-11
015147,2,0,2019-04|2024-03,,2019-04,,2024-03,,0,0,only_lite,1,,False,False,0.0,2019-04|2024-03,
015148,2,1,2021-11|2022-04,2016-11,2021-11,2016-11,2022-04,2016-11,0,0,both_yes_different_months,1,60.0,False,False,0.0,2021-11|2022-04,2016-11
015149,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015151,3,2,2018-09|2021-05|2023-06,2021-05|2023-06,2018-09,2021-05,2023-06,2023-06,2,2,both_yes_different_months,1,-32.0,True,True,0.6666666666666666,2018-09,
015152,1,0,2024-07,,2024-07,,2024-07,,0,0,only_lite,1,,False,False,0.0,2024-07,
015153,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015155,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015156,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015157,1,0,2023-03,,2023-03,,2023-03,,0,0,only_lite,1,,False,False,0.0,2023-03,
015158,1,1,2022-05,2022-05,2022-05,2022-05,2022-05,2022-05,1,1,both_yes_same_months,0,0.0,True,True,1.0,,
015159,2,1,2021-11|2022-04,2016-11,2021-11,2016-11,2022-04,2016-11,0,0,both_yes_different_months,1,60.0,False,False,0.0,2021-11|2022-04,2016-11
015160,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015162,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015163,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015164,3,3,2018-04|2019-12|2023-08,2018-04|2019-12|2023-08,2018-04,2018-04,2023-08,2023-08,3,3,both_yes_same_months,0,0.0,True,True,1.0,,
015166,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015167,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015168,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015169,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015171,1,0,2018-04,,2018-04,,2018-04,,0,0,only_lite,1,,False,False,0.0,2018-04,
015174,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015175,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015176,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015177,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015179,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015180,1,0,2023-11,,2023-11,,2023-11,,0,0,only_lite,1,,False,False,0.0,2023-11,
015182,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015183,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015184,1,0,2022-05,,2022-05,,2022-05,,0,0,only_lite,1,,False,False,0.0,2022-05,
015186,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015187,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015188,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015189,2,1,2021-11|2022-04,2016-11,2021-11,2016-11,2022-04,2016-11,0,0,both_yes_different_months,1,60.0,False,False,0.0,2021-11|2022-04,2016-11
015191,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015192,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015193,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015194,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015195,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015196,2,1,2021-11|2022-04,2016-11,2021-11,2016-11,2022-04,2016-11,0,0,both_yes_different_months,1,60.0,False,False,0.0,2021-11|2022-04,2016-11
015197,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015199,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015200,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015201,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015202,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015203,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015204,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015206,1,0,2023-03,,2023-03,,2023-03,,0,0,only_lite,1,,False,False,0.0,2023-03,
015207,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015208,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015209,2,1,2021-11|2022-04,2016-11,2021-11,2016-11,2022-04,2016-11,0,0,both_yes_different_months,1,60.0,False,False,0.0,2021-11|2022-04,2016-11
015210,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015211,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015212,1,0,2021-05,,2021-05,,2021-05,,0,0,only_lite,1,,False,False,0.0,2021-05,
015213,1,0,2019-10,,2019-10,,2019-10,,0,0,only_lite,1,,False,False,0.0,2019-10,
015214,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015216,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015217,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015220,1,0,2020-05,,2020-05,,2020-05,,0,0,only_lite,1,,False,False,0.0,2020-05,
015221,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015222,1,1,2017-08,2017-11,2017-08,2017-11,2017-08,2017-11,0,0,both_yes_different_months,1,-3.0,False,False,0.0,2017-08,2017-11
015223,3,0,2021-11|2022-04|2023-03,,2021-11,,2023-03,,0,0,only_lite,1,,False,False,0.0,2021-11|2022-04|2023-03,
015225,1,1,2018-07,2018-06,2018-07,2018-06,2018-07,2018-06,0,1,both_yes_different_months,1,1.0,False,True,0.0,2018-07,2018-06
015227,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015228,3,2,2017-12|2019-12|2023-08,2018-04|2019-12,2017-12,2018-04,2023-08,2019-12,1,1,both_yes_different_months,1,-4.0,True,True,0.25,2017-12|2023-08,2018-04
015303,3,2,2017-12|2019-12|2023-08,2018-04|2019-12,2017-12,2018-04,2023-08,2019-12,1,1,both_yes_different_months,1,-4.0,True,True,0.25,2017-12|2023-08,2018-04
015315,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015320,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015321,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015322,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015326,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015330,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015331,1,1,2022-10,2022-10,2022-10,2022-10,2022-10,2022-10,1,1,both_yes_same_months,0,0.0,True,True,1.0,,
015336,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015361,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015369,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015371,1,0,2019-01,,2019-01,,2019-01,,0,0,only_lite,1,,False,False,0.0,2019-01,
015372,1,0,2018-05,,2018-05,,2018-05,,0,0,only_lite,1,,False,False,0.0,2018-05,
015373,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015374,1,0,2024-10,,2024-10,,2024-10,,0,0,only_lite,1,,False,False,0.0,2024-10,
015375,0,1,,2016-12,,2016-12,,2016-12,0,0,only_mcr,1,,False,False,0.0,,2016-12
015376,2,1,2021-11|2022-04,2016-11,2021-11,2016-11,2022-04,2016-11,0,0,both_yes_different_months,1,60.0,False,False,0.0,2021-11|2022-04,2016-11
015378,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015379,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015381,1,0,2017-05,,2017-05,,2017-05,,0,0,only_lite,1,,False,False,0.0,2017-05,
015382,2,0,2021-11|2023-03,,2021-11,,2023-03,,0,0,only_lite,1,,False,False,0.0,2021-11|2023-03,
015383,1,0,2023-03,,2023-03,,2023-03,,0,0,only_lite,1,,False,False,0.0,2023-03,
015386,1,0,2023-03,,2023-03,,2023-03,,0,0,only_lite,1,,False,False,0.0,2023-03,
015388,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015390,1,0,2021-07,,2021-07,,2021-07,,0,0,only_lite,1,,False,False,0.0,2021-07,
015391,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015392,2,0,2019-04|2024-03,,2019-04,,2024-03,,0,0,only_lite,1,,False,False,0.0,2019-04|2024-03,
015393,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015396,1,1,2022-05,2022-05,2022-05,2022-05,2022-05,2022-05,1,1,both_yes_same_months,0,0.0,True,True,1.0,,
015397,2,0,2021-11|2022-04,,2021-11,,2022-04,,0,0,only_lite,1,,False,False,0.0,2021-11|2022-04,
015398,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015400,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015402,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015403,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015404,2,1,2021-11|2022-04,2016-11,2021-11,2016-11,2022-04,2016-11,0,0,both_yes_different_months,1,60.0,False,False,0.0,2021-11|2022-04,2016-11
015406,1,0,2024-11,,2024-11,,2024-11,,0,0,only_lite,1,,False,False,0.0,2024-11,
015407,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015408,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015411,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015413,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015414,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015415,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015416,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015417,1,1,2022-08,2022-10,2022-08,2022-10,2022-08,2022-10,0,0,both_yes_different_months,1,-2.0,False,False,0.0,2022-08,2022-10
015419,2,0,2021-11|2022-04,,2021-11,,2022-04,,0,0,only_lite,1,,False,False,0.0,2021-11|2022-04,
015420,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015422,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015423,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015424,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015425,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015426,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015429,1,0,2017-01,,2017-01,,2017-01,,0,0,only_lite,1,,False,False,0.0,2017-01,
015431,1,0,2019-09,,2019-09,,2019-09,,0,0,only_lite,1,,False,False,0.0,2019-09,
015433,3,0,2023-08|2023-10|2023-11,,2023-08,,2023-11,,0,0,only_lite,1,,False,False,0.0,2023-08|2023-10|2023-11,
015434,3,0,2021-11|2022-04|2023-03,,2021-11,,2023-03,,0,0,only_lite,1,,False,False,0.0,2021-11|2022-04|2023-03,
015435,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015436,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015437,1,0,2023-03,,2023-03,,2023-03,,0,0,only_lite,1,,False,False,0.0,2023-03,
015440,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015442,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015443,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015445,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015446,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015447,3,2,2017-12|2019-12|2023-08,2018-04|2019-12,2017-12,2018-04,2023-08,2019-12,1,1,both_yes_different_months,1,-4.0,True,True,0.25,2017-12|2023-08,2018-04
015448,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015450,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015451,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015452,1,0,2022-11,,2022-11,,2022-11,,0,0,only_lite,1,,False,False,0.0,2022-11,
015453,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015454,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015455,2,1,2018-06|2021-10,2021-10,2018-06,2021-10,2021-10,2021-10,1,1,both_yes_different_months,1,-40.0,True,True,0.5,2018-06,
015456,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015457,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015458,1,0,2021-04,,2021-04,,2021-04,,0,0,only_lite,1,,False,False,0.0,2021-04,
015459,1,0,2023-02,,2023-02,,2023-02,,0,0,only_lite,1,,False,False,0.0,2023-02,
015460,1,0,2017-03,,2017-03,,2017-03,,0,0,only_lite,1,,False,False,0.0,2017-03,
015461,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015462,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015463,2,2,2018-11|2022-10,2018-11|2022-10,2018-11,2018-11,2022-10,2022-10,2,2,both_yes_same_months,0,0.0,True,True,1.0,,
015464,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015465,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015467,1,0,2023-03,,2023-03,,2023-03,,0,0,only_lite,1,,False,False,0.0,2023-03,
015468,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
015469,1,0,2019-12,,2019-12,,2019-12,,0,0,only_lite,1,,False,False,0.0,2019-12,
025010,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
025015,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
025018,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
025019,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
025020,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
025024,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
025025,2,0,2024-05|2024-08,,2024-05,,2024-08,,0,0,only_lite,1,,False,False,0.0,2024-05|2024-08,
025027,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
025032,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
025034,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
025035,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
025036,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
025038,1,0,2019-01,,2019-01,,2019-01,,0,0,only_lite,1,,False,False,0.0,2019-01,
025039,1,0,2019-01,,2019-01,,2019-01,,0,0,only_lite,1,,False,False,0.0,2019-01,
035003,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035004,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035014,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035016,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035059,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035062,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035064,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035068,1,1,2017-06,2017-08,2017-06,2017-08,2017-06,2017-08,0,0,both_yes_different_months,1,-2.0,False,False,0.0,2017-06,2017-08
035070,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035071,1,0,2019-08,,2019-08,,2019-08,,0,0,only_lite,1,,False,False,0.0,2019-08,
035072,1,0,2019-02,,2019-02,,2019-02,,0,0,only_lite,1,,False,False,0.0,2019-02,
035073,1,1,2023-02,2023-02,2023-02,2023-02,2023-02,2023-02,1,1,both_yes_same_months,0,0.0,True,True,1.0,,
035074,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035076,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035083,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035084,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035085,1,0,2019-07,,2019-07,,2019-07,,0,0,only_lite,1,,False,False,0.0,2019-07,
035086,1,0,2017-11,,2017-11,,2017-11,,0,0,only_lite,1,,False,False,0.0,2017-11,
035087,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035088,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035090,3,1,2017-03|2018-12|2020-01,2020-01,2017-03,2020-01,2020-01,2020-01,1,1,both_yes_different_months,1,-34.0,True,True,0.3333333333333333,2017-03|2018-12,
035091,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035092,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035093,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035094,1,0,2019-07,,2019-07,,2019-07,,0,0,only_lite,1,,False,False,0.0,2019-07,
035095,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035096,1,0,2020-03,,2020-03,,2020-03,,0,0,only_lite,1,,False,False,0.0,2020-03,
035097,1,0,2017-02,,2017-02,,2017-02,,0,0,only_lite,1,,False,False,0.0,2017-02,
035099,2,1,2018-08|2021-11,2021-10,2018-08,2021-10,2021-11,2021-10,0,1,both_yes_different_months,1,-38.0,False,True,0.0,2018-08|2021-11,2021-10
035100,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035101,0,1,,2015-10,,2015-10,,2015-10,0,0,only_mcr,1,,False,False,0.0,,2015-10
035103,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035105,0,1,,2015-10,,2015-10,,2015-10,0,0,only_mcr,1,,False,False,0.0,,2015-10
035106,1,0,2020-04,,2020-04,,2020-04,,0,0,only_lite,1,,False,False,0.0,2020-04,
035107,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035110,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035111,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035112,1,1,2023-09,2023-09,2023-09,2023-09,2023-09,2023-09,1,1,both_yes_same_months,0,0.0,True,True,1.0,,
035114,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035116,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035117,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035118,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035120,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035121,1,0,2022-06,,2022-06,,2022-06,,0,0,only_lite,1,,False,False,0.0,2022-06,
035125,2,1,2023-03|2024-04,2023-03,2023-03,2023-03,2024-04,2023-03,1,1,both_yes_different_months,1,0.0,True,True,0.5,2024-04,
035126,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035127,1,0,2022-06,,2022-06,,2022-06,,0,0,only_lite,1,,False,False,0.0,2022-06,
035130,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035131,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035132,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035133,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035134,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035135,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035136,1,0,2021-01,,2021-01,,2021-01,,0,0,only_lite,1,,False,False,0.0,2021-01,
035137,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035139,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035140,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035141,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035143,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035144,1,0,2018-01,,2018-01,,2018-01,,0,0,only_lite,1,,False,False,0.0,2018-01,
035145,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035146,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035147,2,0,2022-05|2022-07,,2022-05,,2022-07,,0,0,only_lite,1,,False,False,0.0,2022-05|2022-07,
035151,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035152,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
035154,0,0,,,,,,,0,0,both_zero,0,,False,False,1.0,,
